ID,Society_name_EA,ISO693_3,LangNam,ISO_PAST (use with WLMS language GIS data),LangNam_PAST (use with WLMS language GIS data),LangFamily,LangFamily_R,Class2,Class3,ISO_Note,Prelim_BantuTreeName,Prelim_ANTreeName,Prelim_IETreeName,Prelim_UATreeName,Prelim_SemiticTreeName,Possible Bantoid society?,Possible Bantu society (narrow Bantu)?,Possible Austronesian society?,Possible Indo-European society?,Possible Uto-Aztecan society?,Possible Semitic society?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac12,Chokwe,cjk,Cokwe,cjk,Chokwe,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,CiokweK11,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ej11,Cham,cjm,"Cham, Eastern",cjm,"Cham, Eastern",Austronesian,Austronesian,Malayo-Polynesian,Malayo-Chamic,NA,NA,PhanRangChamEasternCham,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ci11,Kurd,ckb,"Kurdish, Central",ckb,"Kurdish, Central",Indo-European,Indo-European,Indo-Iranian,Iranian,NA,NA,NA,Kurdish,NA,NA,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ec3,Chukchee,ckt,Chukchi,ckt,Chukchi,Chukotko-Kamchatkan,Chukotko-Kamchatkan,Northern,Chukot,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na18,Chilcotin,clc,Chilcotin,clc,Chilcotin,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Northern Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd8,Chilcotin,clc,Chilcotin,clc,Chilcotin,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Northern Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb16,Klallam,clm,Clallam,clm,Clallam,Salishan,Salish,Central Salish,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed10,Shantung,cmn,"Chinese, Mandarin",cmn,"Chinese, Mandarin",Sino-Tibetan,Sino-Tibetan,Chinese,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sf7,Campa,cni,Asháninka,cni,Ashaninka,Arawakan,Maipurean,Southern,Campa,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh19,Cocopa,coc,Cocopa,coc,Cocopa,Esselen-Yuman,Cochimí-Yuman,Yuman,Delta-California,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Se10,Cocama,cod,Cocama-Cocamilla,cod,Cocama-Cocamilla,Tupi,Tupian,Tupí-Guaraní,Tupí,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd16,Wenatchi,col,Columbia-Wenatchi,col,Columbia-Wenatchi,Salishan,Salish,Interior,Southern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ne3,Comanche,com,Comanche,com,Comanche,Uto-Aztecan,Uto-Aztecan,Northern Uto-Aztecan,Numic,NA,NA,NA,NA,Comanche,NA,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb12,Klahuse,coo,Comox,coo,Comox,Salishan,Salish,Central Salish,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb14,Comox,coo,Comox,coo,Comox,Salishan,Salish,Central Salish,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag8,Coniagui,cou,Wamey,cou,Wamey,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Atlantic,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd14,Coeur d’Alene,crd,Coeur d’Alene,crd,Coeur d'Alene,Salishan,Salish,Interior,Southern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na45,Mistassini,crj,"Cree, Southern East",crj,"Cree, Southern East",Algic,Algic,Algonquian,Cree-Montagnais,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na31,Eastern Cree,crj,"Cree, Southern East",crj,"Cree, Southern East",Algic,Algic,Algonquian,Cree-Montagnais,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ne19,Plains Cree,crk,"Cree, Plains",crk,"Cree, Plains",Algic,Algic,Algonquian,Cree-Montagnais,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ne4,Crow,cro,Crow,cro,Crow,Siouan,Siouan-Catawban,Siouan,Missouri River Siouan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sh5,Choroti,crq,"Chorote, Iyo’wujwa",crq,"Chorote, Iyowujwa",Mataco-Guaicuru,Matacoan,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na19,Carrier,crx,Carrier,crx,Carrier,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Northern Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb10,Alkatcho,crx,Carrier,crx,Carrier,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Northern Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc28,Chumash,crz,Cruzeño,crz,Cruzeño,Chumashan,Chumashan,Island Chumash,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nj1,Chinantec,csa,"Chinantec, Chiltepec",csa,"Chinantec, Chiltepec",Oto-Manguean,Otomanguean,Western Otomanguean,Oto-Pame-Chinantecan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc5,Miwok,csm,"Miwok, Central Sierra",csm,"Miwok, Central Sierra",Yok-Utian,Miwok-Costanoan,Miwokan,Eastern Miwokan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na7,Cree Attawapiskat,csw,"Cree, Swampy",csw,"Cree, Swampy",Algic,Algic,Algonquian,Cree-Montagnais,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb21,Coos,csz,Coos,csz,Coos,Oregon Penutian,Coosan,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ng15,Chitimacha,ctm,Chitimacha,ctm,Chitimacha,Gulf,Language isolate,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Se5,Cubeo,cub,Cubeo,cub,Cubeo,Tucanoan,Tucanoan,Central Tucanoan,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sf8,Piro,cuj,Mashco Piro,cuj,Mashco Piro,Arawakan,Maipurean,Southern,Southern Outlier,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc32,Cupeno,cup,Cupeño,cup,Cupeno,Uto-Aztecan,Uto-Aztecan,Northern Uto-Aztecan,Takic,NA,NA,NA,NA,Cupeno,NA,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad27,Kwere,cwe,Kwere,cwe,Kwere,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag44,Dagomba,dag,Dagbani,dag,Dagbani,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ne20,Santee,dak,Dakota,dak,Dakota,Siouan,Siouan-Catawban,Siouan,Mississippi Valley-Ohio Valley Siouan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eg3,Maria Gond,daq,"Maria, Dandami",daq,"Maria, Dandami",Dravidian,Dravidian,South-Central,Gondi-Kui,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad37,Teita,dav,Dawida,dav,Dawida,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag3,Dogon,dbw,"Dogon, Bankan Tey",dwl,"Dogon, Walo Kumbe","Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ng6,Delaware,dep,"Delaware, Pidgin",dep,"Delaware, Pidgin",Algic,Pidgin,Amerindian,NA,CREOLE,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag39,Dagari,dga,"Dagaare, Southern",dga,"Dagaare, Southern","Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na15,Dogrib,dgr,Dogrib,dgr,Dogrib,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Northern Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ih7,Lifu,dhv,Drehu,dhv,Dehu,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Dehu,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj19,Didinga,did,Didinga,did,Didinga,"Nilo-Saharan,  Eastern Sudanic","Nilo-Saharan, Eastern Sudanic",Eastern Sudanic,Eastern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id4,Dieri,dif,Dieri,dif,Dieri,Pama-Nyungan,Pama-Nyungan,Karnic,Karna,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad30,Digo,dig,Chidigo,dig,Chidigo,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,DigoE731,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc6,Diegueno,dih,Kumiai,dih,Kumiai,Esselen-Yuman,Cochimí-Yuman,Yuman,Delta-California,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh20,Kamia,dih,Kumiai,dih,Kumiai,Esselen-Yuman,Cochimí-Yuman,Yuman,Delta-California,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj11,Dinka,dik,"Dinka, Southwestern",dik,"Dinka, Southwestern","Nilo-Saharan,  Eastern Sudanic","Nilo-Saharan, Eastern Sudanic",Eastern Sudanic,Nilotic,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai8,Dilling,dil,Dilling,dil,Dilling,"Nilo-Saharan,  Eastern Sudanic","Nilo-Saharan, Eastern Sudanic",Eastern Sudanic,Eastern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca24,Dime,dim,Dime,dim,Dime,Afro-Asiatic,Afro-Asiatic,Omotic,South,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac22,Dzing,diz,Ding,diz,Ding,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,MadzingB80Mp1,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cb20,Zerma,dje,Zarma,dje,Zarma,"Nilo-Saharan,  Songhai","Nilo-Saharan, Songhai",Songhai,Southern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sc18,Djuka,djk,Eastern Maroon Creole,djk,Aukan,Indo-European,Creole,English based,Atlantic,CREOLE,NA,NA,NA,NA,NA,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af50,Dan,dnj,Dan,daf,Dan,"Niger-Congo,  Mande","Niger-Congo, Mande",Mande,Eastern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af56,Ngere,dnj,Dan,daf,Dan,"Niger-Congo,  Mande","Niger-Congo, Mande",Mande,Eastern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie38,Dani,dnt,"Dani, Mid Grand Valley",dnt,"Dani, Mid Grand Valley",Trans-New Guinea,Trans-New Guinea,West,Dani,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig5,Dobuans,dob,Dobu,dob,Dobu,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Dobuan,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag34,Dorosie,dos,Dogosé,dos,Dogose,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
