ISO 693-3 code,Language name,FAMILY-CORRECTED,Classification,Class1,Class2,Class3,,,
cla,Ron,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.4, Ron Proper",Afro-Asiatic,Chadic,West,,,
kul,Kulere,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.4, Ron Proper",Afro-Asiatic,Chadic,West,,,
kbz,Duhwa,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.4, Ron Proper",Afro-Asiatic,Chadic,West,,,
mmf,Mundat,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.4, Ron Proper",Afro-Asiatic,Chadic,West,,,
scw,Sha,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.4, Ron Proper",Afro-Asiatic,Chadic,West,,,
bde,Bade,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.1, Bade Proper",Afro-Asiatic,Chadic,West,,,
ngi,Ngizim,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.1, Bade Proper",Afro-Asiatic,Chadic,West,,,
dbp,Duwai,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.1, Duwai",Afro-Asiatic,Chadic,West,,,
ajw,Ajawa,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
bbt,Mburku,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
dwa,Diri,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
jmb,Zumbun,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
kil,Kariya,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
mkf,Miya,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
pqa,Pa’a,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
sir,Siri,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
tgd,Ciwogai,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
wji,Warji,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",Afro-Asiatic,Chadic,West,,,
dot,Dass,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3",Afro-Asiatic,Chadic,West,,,
bux,Boghom,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Boghom",Afro-Asiatic,Chadic,West,,,
kkr,Kir-Balar,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Boghom",Afro-Asiatic,Chadic,West,,,
zns,Mangas,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Boghom",Afro-Asiatic,Chadic,West,,,
jmi,Jimi,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Eastern",Afro-Asiatic,Chadic,West,,,
grd,Guruntum-Mbaaru,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Guruntum",Afro-Asiatic,Chadic,West,,,
juu,Ju,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Guruntum",Afro-Asiatic,Chadic,West,,,
tak,Tala,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Guruntum",Afro-Asiatic,Chadic,West,,,
zah,Zangwal,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Guruntum",Afro-Asiatic,Chadic,West,,,
gji,Geji,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",Afro-Asiatic,Chadic,West,,,
ldd,Luri,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",Afro-Asiatic,Chadic,West,,,
plj,Polci,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",Afro-Asiatic,Chadic,West,,,
say,Saya,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",Afro-Asiatic,Chadic,West,,,
zaz,Zari,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",Afro-Asiatic,Chadic,West,,,
zua,Zeem,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",Afro-Asiatic,Chadic,West,,,
xan,Xamtanga,Afro-Asiatic,"Afro-Asiatic, Cushitic, Central, Eastern",Afro-Asiatic,Cushitic,Central,,,
byn,Bilen,Afro-Asiatic,"Afro-Asiatic, Cushitic, Central, Northern",Afro-Asiatic,Cushitic,Central,,,
awn,Awngi,Afro-Asiatic,"Afro-Asiatic, Cushitic, Central, Southern",Afro-Asiatic,Cushitic,Central,,,
ahg,Qimant,Afro-Asiatic,"Afro-Asiatic, Cushitic, Central, Western",Afro-Asiatic,Cushitic,Central,,,
bnl,Boon,Afro-Asiatic,"Afro-Asiatic, Cushitic, East",Afro-Asiatic,Cushitic,East,,,
dox,Bussa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Dullay",Afro-Asiatic,Cushitic,East,,,
gwd,Gawwada,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Dullay",Afro-Asiatic,Cushitic,East,,,
tsb,Tsamai,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Dullay",Afro-Asiatic,Cushitic,East,,,
alw,Alaba-K’abeena,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",Afro-Asiatic,Cushitic,East,,,
bji,Burji,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",Afro-Asiatic,Cushitic,East,,,
drs,Gedeo,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",Afro-Asiatic,Cushitic,East,,,
hdy,Hadiyya,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",Afro-Asiatic,Cushitic,East,,,
ktb,Kambaata,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",Afro-Asiatic,Cushitic,East,,,
liq,Libido,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",Afro-Asiatic,Cushitic,East,,,
sid,Sidamo,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",Afro-Asiatic,Cushitic,East,,,
gdl,Dirasha,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Konso-Gidole",Afro-Asiatic,Cushitic,East,,,
kxc,Konso,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Konso-Gidole",Afro-Asiatic,Cushitic,East,,,
gax,"Oromo, Borana-Arsi-Guji",Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Oromo",Afro-Asiatic,Cushitic,East,,,
gaz,"Oromo, West Central",Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Oromo",Afro-Asiatic,Cushitic,East,,,
hae,"Oromo, Eastern",Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Oromo",Afro-Asiatic,Cushitic,East,,,
orc,Orma,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Oromo",Afro-Asiatic,Cushitic,East,,,
ssn,Waata,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Oromo",Afro-Asiatic,Cushitic,East,,,
bob,Aweer,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Rendille-Boni",Afro-Asiatic,Cushitic,East,,,
rel,Rendille,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Rendille-Boni",Afro-Asiatic,Cushitic,East,,,
aar,Afar,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Saho-Afar",Afro-Asiatic,Cushitic,East,,,
ssy,Saho,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Saho-Afar",Afro-Asiatic,Cushitic,East,,,
dbr,Dabarre,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Somali",Afro-Asiatic,Cushitic,East,,,
gex,Garre,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Somali",Afro-Asiatic,Cushitic,East,,,
jii,Jiiddu,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Somali",Afro-Asiatic,Cushitic,East,,,
som,Somali,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Somali",Afro-Asiatic,Cushitic,East,,,
tqq,Tunni,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Somali",Afro-Asiatic,Cushitic,East,,,
ymm,Maay,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Somali",Afro-Asiatic,Cushitic,East,,,
arv,Arbore,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",Afro-Asiatic,Cushitic,East,,,
bsw,Baiso,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",Afro-Asiatic,Cushitic,East,,,
dsh,Daasanach,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",Afro-Asiatic,Cushitic,East,,,
elo,El Molo,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",Afro-Asiatic,Cushitic,East,,,
muu,Yaaku,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Yaaku",Afro-Asiatic,Cushitic,East,,,
bej,Bedawiyet,Afro-Asiatic,"Afro-Asiatic, Cushitic, North",Afro-Asiatic,Cushitic,North,,,
aas,Aasáx,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",Afro-Asiatic,Cushitic,South,,,
bds,Burunge,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",Afro-Asiatic,Cushitic,South,,,
dal,Dahalo,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",Afro-Asiatic,Cushitic,South,,,
gow,Gorowa,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",Afro-Asiatic,Cushitic,South,,,
irk,Iraqw,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",Afro-Asiatic,Cushitic,South,,,
wbj,Alagwa,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",Afro-Asiatic,Cushitic,South,,,
wka,Kw’adza,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",Afro-Asiatic,Cushitic,South,,,
cop,Coptic,Afro-Asiatic,"Afro-Asiatic, Egyptian",Afro-Asiatic,Egyptian,,,,
mdx,Dizin,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Dizoid",Afro-Asiatic,Omotic,North,,,
noz,Nayi,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Dizoid",Afro-Asiatic,Omotic,North,,,
she,Sheko,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Dizoid",Afro-Asiatic,Omotic,North,,,
jnj,Yemsa,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Janjero",Afro-Asiatic,Omotic,North,,,
cra,Chara,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Chara",Afro-Asiatic,Omotic,North,,,
bcq,Bench,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Gimira",Afro-Asiatic,Omotic,North,,,
mdy,Male,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo",Afro-Asiatic,Omotic,North,,,
dwr,Dawro,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",Afro-Asiatic,Omotic,North,,,
doz,Dorze,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",Afro-Asiatic,Omotic,North,,,
gmv,Gamo,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",Afro-Asiatic,Omotic,North,,,
gof,Gofa,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",Afro-Asiatic,Omotic,North,,,
mfx,Melo,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",Afro-Asiatic,Omotic,North,,,
oyd,Oyda,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",Afro-Asiatic,Omotic,North,,,
wal,Wolaytta,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",Afro-Asiatic,Omotic,North,,,
kcx,Kachama-Ganjule,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, East",Afro-Asiatic,Omotic,North,,,
kqy,Koorete,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, East",Afro-Asiatic,Omotic,North,,,
zay,Zaysete,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, East",Afro-Asiatic,Omotic,North,,,
bst,Basketo,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, West",Afro-Asiatic,Omotic,North,,,
myo,Anfillo,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, Central",Afro-Asiatic,Omotic,North,,,
bwo,Borna,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, North",Afro-Asiatic,Omotic,North,,,
kbr,Kafa,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, South",Afro-Asiatic,Omotic,North,,,
moy,Shekkacho,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, South",Afro-Asiatic,Omotic,North,,,
myf,Bambassi,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Mao, East",Afro-Asiatic,Omotic,North,,,
gza,Ganza,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Mao, West",Afro-Asiatic,Omotic,North,,,
hoz,Hozo,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Mao, West",Afro-Asiatic,Omotic,North,,,
sze,Seze,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Mao, West",Afro-Asiatic,Omotic,North,,,
aiw,Aari,Afro-Asiatic,"Afro-Asiatic, Omotic, South",Afro-Asiatic,Omotic,South,,,
amf,Hamer-Banna,Afro-Asiatic,"Afro-Asiatic, Omotic, South",Afro-Asiatic,Omotic,South,,,
dim,Dime,Afro-Asiatic,"Afro-Asiatic, Omotic, South",Afro-Asiatic,Omotic,South,,,
gyl,Gayil,Afro-Asiatic,"Afro-Asiatic, Omotic, South",Afro-Asiatic,Omotic,South,,,
kxh,Karo,Afro-Asiatic,"Afro-Asiatic, Omotic, South",Afro-Asiatic,Omotic,South,,,
syc,Syriac,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern",Afro-Asiatic,Semitic,Central,,,
aii,Assyrian Neo-Aramaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
aij,Lishanid Noshan,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
bhn,Bohtan Neo-Aramaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
bjf,Barzani Jewish Neo-Aramaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
cld,Chaldean Neo-Aramaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
huy,Hulaulá,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
hrt,Hértevin,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
kqd,Koy Sanjaq Surat,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
lsd,Lishana Deni,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
syn,Senaya,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
tmr,Jewish Babylonian Aramaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
trg,Lishán Didán,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",Afro-Asiatic,Semitic,Central,,,
lhs,Mlahsö,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northwestern",Afro-Asiatic,Semitic,Central,,,
tru,Turoyo,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northwestern",Afro-Asiatic,Semitic,Central,,,
mid,Mandaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Mandaic",Afro-Asiatic,Semitic,Central,,,
myz,"Mandaic, Classical",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Mandaic",Afro-Asiatic,Semitic,Central,,,
amw,Western Neo-Aramaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Western",Afro-Asiatic,Semitic,Central,,,
sam,Samaritan Aramaic,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Western",Afro-Asiatic,Semitic,Central,,,
aao,"Arabic, Algerian Saharan Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
abh,"Arabic, Tajiki Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
abv,"Arabic, Baharna Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
auz,"Arabic, Uzbeki Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
acm,"Arabic, Mesopotamian Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
apc,"Arabic, North Levantine Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
apd,"Arabic, Sudanese Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
avl,"Arabic, Eastern Egyptian Bedawi Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
acq,"Arabic, Ta’izzi-Adeni Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ajp,"Arabic, South Levantine Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ajt,"Arabic, Judeo-Tunisian",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
aju,"Arabic, Judeo-Moroccan",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
acw,"Arabic, Hijazi Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
acx,"Arabic, Omani Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
acy,"Arabic, Cypriot Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
adf,"Arabic, Dhofari Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
arb,"Arabic, Standard",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
aeb,"Arabic, Tunisian Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
aec,"Arabic, Sa’idi Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ayh,"Arabic, Hadrami Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
arq,"Arabic, Algerian Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ayl,"Arabic, Libyan Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ars,"Arabic, Najdi Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ayn,"Arabic, Sanaani Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ayp,"Arabic, North Mesopotamian Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
afb,"Arabic, Gulf Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ary,"Arabic, Moroccan Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
arz,"Arabic, Egyptian Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
jye,"Arabic, Judeo-Yemeni",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
mey,Hassaniyya,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
mlt,Maltese,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
ssh,"Arabic, Shihhi Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
shu,"Arabic, Chadian Spoken",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
yhd,"Arabic, Judeo-Iraqi",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
yud,"Arabic, Judeo-Tripolitanian",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",Afro-Asiatic,Semitic,Central,,,
hbo,"Hebrew, Ancient",Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Canaanite",Afro-Asiatic,Semitic,Central,,,
heb,Hebrew,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Canaanite",Afro-Asiatic,Semitic,Central,,,
smp,Samaritan,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Canaanite",Afro-Asiatic,Semitic,Central,,,
dlk,Dahalik,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, North",Afro-Asiatic,Semitic,South,,,
gez,Geez,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, North",Afro-Asiatic,Semitic,South,,,
tig,Tigré,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, North",Afro-Asiatic,Semitic,South,,,
tir,Tigrigna,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, North",Afro-Asiatic,Semitic,South,,,
gru,Kistane,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, n-Group",Afro-Asiatic,Semitic,South,,,
ior,Inor,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",Afro-Asiatic,Semitic,South,,,
mvz,Mesqan,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",Afro-Asiatic,Semitic,South,,,
mys,Mesmes,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",Afro-Asiatic,Semitic,South,,,
sgw,Sebat Bet Gurage,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",Afro-Asiatic,Semitic,South,,,
agj,Argobba,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba",Afro-Asiatic,Semitic,South,,,
amh,Amharic,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba",Afro-Asiatic,Semitic,South,,,
har,Harari,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",Afro-Asiatic,Semitic,South,,,
stv,Silt’e,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",Afro-Asiatic,Semitic,South,,,
wle,Wolane,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",Afro-Asiatic,Semitic,South,,,
zwa,Zay,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",Afro-Asiatic,Semitic,South,,,
bhm,Bathari,Afro-Asiatic,"Afro-Asiatic, Semitic, South, South Arabian",Afro-Asiatic,Semitic,South,,,
gdq,Mehri,Afro-Asiatic,"Afro-Asiatic, Semitic, South, South Arabian",Afro-Asiatic,Semitic,South,,,
hss,Harsusi,Afro-Asiatic,"Afro-Asiatic, Semitic, South, South Arabian",Afro-Asiatic,Semitic,South,,,
hoh,Hobyót,Afro-Asiatic,"Afro-Asiatic, Semitic, South, South Arabian",Afro-Asiatic,Semitic,South,,,
shv,Shehri,Afro-Asiatic,"Afro-Asiatic, Semitic, South, South Arabian",Afro-Asiatic,Semitic,South,,,
sqt,Soqotri,Afro-Asiatic,"Afro-Asiatic, Semitic, South, South Arabian",Afro-Asiatic,Semitic,South,,,
bxe,Ongota,Afro-Asiatic,"Afro-Asiatic, Unclassified",Afro-Asiatic,Unclassified,,,,
bla,Blackfoot,Algic,"Algic, Algonquian",Algic,Algonquian,,,,
chy,Cheyenne,Algic,"Algic, Algonquian",Algic,Algonquian,,,,
mia,Miami,Algic,"Algic, Algonquian",Algic,Algonquian,,,,
mez,Menominee,Algic,"Algic, Algonquian",Algic,Algonquian,,,,
sjw,Shawnee,Algic,"Algic, Algonquian",Algic,Algonquian,,,,
ats,Gros Ventre,Algic,"Algic, Algonquian, Arapaho",Algic,Algonquian,Arapaho,,,
arp,Arapaho,Algic,"Algic, Algonquian, Arapaho",Algic,Algonquian,Arapaho,,,
atj,Atikamekw,Algic,"Algic, Algonquian, Cree-Montagnais",Algic,Algonquian,Cree-Montagnais,,,
csw,"Cree, Swampy",Algic,"Algic, Algonquian, Cree-Montagnais",Algic,Algonquian,Cree-Montagnais,,,
