soc_id,Latitude,Longitude,OldLat,OldLong,region,tdwg_code
Nd35,39,-117,39,-117,Southwestern U.S.A.,76
Nd60,37,-105,37,-105,Northwestern U.S.A.,73
Nd59,39,-112,39,-112,Southwestern U.S.A.,76
Nd51,36,-115,36,-115,Southwestern U.S.A.,76
Nc23,37,-119,37,-119,Southwestern U.S.A.,76
Nd57,39,-113,39,-113,Southwestern U.S.A.,76
Nd32,36,-117,36,-117,Southwestern U.S.A.,76
Nd50,38,-112,38,-112,Southwestern U.S.A.,76
Nd56,36,-111,36,-111,Southwestern U.S.A.,76
Nd25,41,-118,41,-118,Southwestern U.S.A.,76
Nc30,34,-117,34,-117,Southwestern U.S.A.,76
Nd52,36,-117,36,-117,Southwestern U.S.A.,76
Nd2,38,-109,38,-109,Northwestern U.S.A.,73
Nd39,40,-115,40,-115,Southwestern U.S.A.,76
Nd21,43,-117,43,-117,Northwestern U.S.A.,73
Nd61,40,-105,40,-105,Northwestern U.S.A.,73
Nd28,40,-118,40,-118,Southwestern U.S.A.,76
Nd40,40,-113,40,-113,Southwestern U.S.A.,76
Nc2,39,-118,39,-118,Southwestern U.S.A.,76
Nd47,44,-111,44,-111,Northwestern U.S.A.,73
Nd29,37,-118,37,-118,Southwestern U.S.A.,76
Nd58,40,-112,40,-112,Southwestern U.S.A.,76
Nd62,39,-107,39,-107,Northwestern U.S.A.,73
Nd22,43,-119,43,-119,Northwestern U.S.A.,73
Nd41,41,-116,41,-116,Southwestern U.S.A.,76
Nd26,41,-120,41,-120,Southwestern U.S.A.,76
Nd43,41,-117,41,-117,Southwestern U.S.A.,76
Nd64,43,-109,43,-109,Northwestern U.S.A.,73
Nd36,39,-117,39,-117,Southwestern U.S.A.,76
Nd44,42,-115,42,-115,Northwestern U.S.A.,73
Nh2,36,-111,36,-111,Southwestern U.S.A.,76
Nh11,36,-106,36,-106,South-Central U.S.A.,77
Nh10,35,-107,35,-107,South-Central U.S.A.,77
Nh9,36,-106,36,-106,South-Central U.S.A.,77
Nh6,37,-106,37,-106,Northwestern U.S.A.,73
Nh8,36,-107,36,-107,South-Central U.S.A.,77
Sa11,14,-91,14,-91,Central America,80
Sa3,14,-89,14,-89,Central America,80
Sa10,17,-92,17,-92,Mexico,79
Sa8,15,-92,15,-92,Central America,80
Sa13,15,-91,15,-91,Central America,80
Sa6,18,-90,18,-90,Mexico,79
Nj6,16.215,-95.02,16,-95,Mexico,79
Nj7,17,-95,17,-95,Mexico,79
Nj3,18,-95,18,-95,Mexico,79
Ni5,22,-100,22,-100,Mexico,79
Nj10,17,-96,17,-96,Mexico,79
Si3,-14,-55,-14,-55,Brazil,84
Sb1,14.83,-61.179,15,-61,Caribbean,81
Sa7,16,-89,16,-89,Central America,80
Sb2,11,-74,11,-74,Western South America,83
Sc11,6,-63,6,-63,Northern South America,82
Sb4,9,-64,9,-64,Northern South America,82
Si10,-13,-54,-13,-54,Brazil,84
Sc12,4,-59,4,-59,Northern South America,82
Sc13,6,-66,6,-66,Northern South America,82
Sc15,4,-62,4,-62,Brazil,84
Sc10,6,-57,6,-57,Northern South America,82
Sd7,1,-59,1,-59,Brazil,84
Sc7,5,-66,5,-66,Northern South America,82
Sc16,3,-65,3,-65,Northern South America,82
Sb7,9,-72,9,-72,Northern South America,82
Se4,-3,-72,-3,-72,Western South America,83
Se6,-1,-74,-1,-74,Western South America,83
Sa5,9,-83,9,-83,Central America,80
Sc3,5,-59,5,-59,Northern South America,82
Sf3,1,-79,1,-79,Western South America,83
Sf6,5,-72,5,-72,Western South America,83
Sa1,9,-78,9,-78,Central America,80
Sf5,3,-76,3,-76,Western South America,83
Sf4,7,-72,7,-72,Western South America,83
Sa9,13,-85,13,-85,Central America,80
Sj7,-6,-49,-6,-49,Brazil,84
Sd4,2,-65,2,-65,Northern South America,82
Sd5,-4,-57,-4,-57,Brazil,84
Sj11,-14,-52,-14,-52,Brazil,84
Se10,1,-79,1,-79,Western South America,83
Si1,-16,-55,-16,-55,Brazil,84
Sf1,-13,-72,-13,-72,Western South America,83
Sj3,-28,-50,-28,-50,Brazil,84
Sh3,-29,-61,-29,-61,Southern South America,85
Sh4,-22,-57,-22,-57,Brazil,84
Sh8,-25,-60,-25,-60,Southern South America,85
Sh5,-22,-62,-22,-62,Southern South America,85
Sh1,-24,-63,-24,-63,Southern South America,85
Sh9,-23,-59,-23,-59,Southern South America,85
Se8,-10,-72,-10,-72,Brazil,84
Se11,-12,-67,-12,-67,Western South America,83
Se9,-9,-74,-9,-74,Western South America,83
Sh6,-20,-59,-20,-59,Southern South America,85
Si5,-12,-54,-12,-54,Brazil,84
Sj10,-26,-54,-26,-54,Southern South America,85
Sh7,-20,-63,-20,-63,Western South America,83
Si8,-15,-57,-15,-57,Brazil,84
Sj2,-9,-48,-9,-48,Brazil,84
Sd1,-6,-58,-6,-58,Brazil,84
Se1,-16,-64,-16,-64,Western South America,83
Sd2,-11,-52,-11,-52,Brazil,84
Sj6,-3,-46,-3,-46,Brazil,84
Sj8,-8,-35.4,-8,-35,Brazil,84
Se5,1,-71,1,-71,Western South America,83
Sf7,-8,-75,-8,-75,Western South America,83
Sc9,5,-67,5,-67,Northern South America,82
Sb6,12,-72,12,-72,Western South America,83
Sj4,-7,-45,-7,-45,Brazil,84
Sd3,3,-52,3,-52,Brazil,84
Sb5,11,-72,11,-72,Northern South America,82
Si7,-15,-58,-15,-58,Brazil,84
Sc17,6,-68,6,-68,Western South America,83
Sb8,20,-75,19,-75,Caribbean,81
Sh2,-21,-58,-21,-58,Southern South America,85
Sc5,3,-60,3,-60,Brazil,84
Sg2,-39,-68,-39,-68,Southern South America,85
Sg3,-54,-69,-54,-69,Southern South America,85
Sg4,-46,-70,-46,-70,Southern South America,85
Sf2,-16,-69,-16,-69,Western South America,83
Sj9,-8,-52,-8,-52,Brazil,84
Ec7,44,144,44,144,Eastern Asia,38
Sg5,-52,-74,-52,-74,Southern South America,85
Eh1,12,92.6,12,93,Indo-China,41
Ce4,43,-1,43,-1,Southwestern Europe,12
Sj5,-18,-42,-18,-42,Brazil,84
Ee2,37,75,37,75,China,36
Sj1,-12,-50,-12,-50,Brazil,84
Nj1,18,-96,18,-96,Mexico,79
Sa4,8,-78,8,-78,Central America,80
Nc28,34.4,-119.75,34,-120,Southwestern U.S.A.,76
Nb21,43,-124,43,-124,Northwestern U.S.A.,73
Nb5,60,-145,60,-145,Subarctic America,70
Cb17,12,24,12,24,Northeast Tropical Africa,24
Ec1,53,142,53,142,Russian Far East,31
Sc4,5,-69,5,-69,Western South America,83
Si6,-19,-58,-19,-58,Western South America,83
Nb1,54,-132,54,-132,Western Canada,71
Se3,-3,-78,-3,-78,Western South America,83
Ne16,29,-96,29,-96,South-Central U.S.A.,77
Ec8,62,90,62,90,Siberia,30
Ne17,36,-99,36,-99,North-Central U.S.A.,74
Ed1,35,102,35,102,China,36
Nd7,50,-117,50,-117,Western Canada,71
Sa12,14,-88,14,-88,Central America,80
Si4,-12,-59,-12,-59,Brazil,84
Sc8,5,-67,5,-67,Northern South America,82
Sd8,4,-66,4,-66,Northern South America,82
Ni4,29,-112,29,-112,Mexico,79
Sd6,4,-63,4,-63,Northern South America,82
Cb3,17,-1,17,-1,West Tropical Africa,22
Ce8,43,-2,43,-2,Southwestern Europe,12
Nj8,19,-101,19,-101,Mexico,79
Id8,-42,146,-42,146,Australia,50
Nb22,58,-134,58,-134,Subarctic America,70
Nj4,20,-97,20,-97,Mexico,79
Si2,-12,-53,-12,-53,Brazil,84
Nb7,55,-130,55,-130,Western Canada,71
Se2,-3,-70,-3,-70,Western South America,83
Sc1,9,-62,9,-62,Northern South America,82
Nd6,39,-120,39,-120,Southwestern U.S.A.,76
Sg1,-55,-69,-55,-69,Southern South America,85
Sd9,2,-65,2,-65,Northern South America,82
Sc2,7,-68,7,-68,Northern South America,82
Ng11,35,-86,35,-86,Southeastern U.S.A.,78
Ec6,70,145,70,145,Siberia,30
Cb20,13,3,13,3,West Tropical Africa,22
Nh4,35,-109,35,-109,South-Central U.S.A.,77
ec12,72,90,72,90,Siberia,30
ec13,54.95,167.95,55,168,Russian Far East,31
ec14,64,173,64,173,Russian Far East,31
ec15,63,62,63,62,Siberia,30
ec16,55,112,55,112,Siberia,30
ec17,52,134,52,134,Russian Far East,31
ec18,50,136,50,136,Russian Far East,31
ec19,54.05,142.1,54,142,Russian Far East,31
ec20,51,138,51,138,Russian Far East,31
ec21,47,136,47,136,Russian Far East,31
ch12,54,56,54,56,Eastern Europe,14
ch13,58,52,58,52,Eastern Europe,14
ch14,57,53,57,53,Eastern Europe,14
ch15,53,50,53,50,Eastern Europe,14
ch16,59,26,59,26,Eastern Europe,14
ch17,45,29,45,29,Southeastern Europe,13
ch18,59,29,59,29,Eastern Europe,14
ch19,64,33,64,33,Eastern Europe,14
ch20,55,50,55,50,Eastern Europe,14
ch21,57,24,57,24,Eastern Europe,14
ch22,55,23,55,23,Eastern Europe,14
ch23,55,24,55,24,Eastern Europe,14
ch24,57,23,57,23,Eastern Europe,14
ch25,47,29,47,29,Eastern Europe,14
ch26,57,53,57,53,Eastern Europe,14
ch27,61,35,61,35,Eastern Europe,14
ch28,59,29,59,29,Eastern Europe,14
B1,3,114,3,114,Malesia,42
B2,10.15,119.11,10,119.11,Malesia,42
B3,-3.04,102.69,-3.04,102.69,Malesia,42
B4,7,93.77,7,93.77,Indo-China,41
B5,10.7,92.47,10.7,92.47,Indo-China,41
B6,12.19,92.79,12.19,92.37,Indo-China,41
B7,15.5,120.33,15.5,120.33,Malesia,42
B8,13.32,92.89,13.32,92.89,Indo-China,41
B9,5.86,101,5.86,101,Malesia,42
B10,8.28,81.25,8.58,81.25,Indian Subcontinent,40
B11,9.25,77.25,9.25,77.25,Indian Subcontinent,40
B12,17.33,122.13,17.33,122.13,Malesia,42
B13,17.48,122.05,17.48,122.05,Malesia,42
B14,17.82,121.8,17.82,121.8,Malesia,42
B15,16.25,78.97,16.25,78.97,Indian Subcontinent,40
B16,18.41,100.47,18.41,100.47,Indo-China,41
B17,9.75,77.5,9.75,77.5,Indian Subcontinent,40
B18,23.41,84.38,23.41,84.38,Indian Subcontinent,40
B19,10.25,77.17,10.25,77.17,Indian Subcontinent,40
B20,10.18,76.4,10.18,76.4,Indian Subcontinent,40
B21,11.9,77.21,11.9,77.21,Indian Subcontinent,40
B22,44.01,144.17,44.01,144.17,Eastern Asia,38
B23,51.91,122.5,51.91,122.5,China,36
B24,62,90,62,90,Siberia,30
B25,51.54,140,51.54,140,Russian Far East,31
B26,70,145,70,145,Siberia,30
B27,73.83,90,73.83,90,Siberia,30
B28,65.96,170.08,65.96,170.08,Russian Far East,31
B35,9.9,-72.41,9.9,-72.41,Northern South America,82
B36,3.86,-66.17,3.86,-66.17,Northern South America,82
B37,3,-55,3,-55,Northern South America,82
B38,6.85,-68.77,6.85,-68.77,Northern South America,82
B39,5.38,-68.31,5.38,-68.31,Western South America,83
B40,2.56,-71.81,2.56,-71.81,Western South America,83
B41,-16.63,-55.2,16.52,-55,Brazil,84
B42,-18,-57.5,-18,-57.5,Brazil,84
B43,-15,-63.58,-15,-63.58,Western South America,83
B44,-16.46,-64.97,-16.46,-64.97,Western South America,83
B45,-12.73,-59.55,-12.73,-59.55,Brazil,84
B46,26.75,-81.9,-26.5,-82,Southeastern U.S.A.,78
B47,-25.7,-55.38,-25.7,-55.38,Southern South America,85
B48,-18.71,-41.86,-18.71,-41.86,Brazil,84
B49,-23.52,-53.68,-23.52,-53.68,Brazil,84
B50,-28,-50,-28,-50,Brazil,84
B51,-46,-68.7,-46,-68.7,Southern South America,85
B52,-45,-73.83,-45,-73.83,Southern South America,85
B53,-49.55,-74.52,-49.55,-74.52,Southern South America,85
B54,-53.9,-68.62,-53.9,-68.62,Southern South America,85
B55,-55.5,-68.41,-60,-68.66,Southern South America,85
B60,2,17,2,17,West-Central Tropical Africa,23
B61,3.58,17.76,3.58,17.76,West-Central Tropical Africa,23
B62,-6.64,28.26,-6.64,28.26,West-Central Tropical Africa,23
B63,2.39,15.31,2.39,15.31,West-Central Tropical Africa,23
B64,2.7,27.64,2.7,27.64,West-Central Tropical Africa,23
B65,1.54,28.61,1.54,28.61,West-Central Tropical Africa,23
B66,-22.32,43.81,-22.32,43.81,Western Indian Ocean,29
B67,-16.93,24.32,-16.93,24.32,South Tropical Africa,26
B68,-18.65,16.12,-18.65,16.12,Southern Africa,27
B69,-3.82,35.32,-3.82,35.32,East Tropical Africa,25
B70,0,36,0,36,East Tropical Africa,25
B71,-16.42,19.53,-16.42,19.53,South Tropical Africa,26
B72,-20,21.18,-20,21.18,Southern Africa,27
B73,-21.64,21.61,-21.64,21.61,Southern Africa,27
B74,-22.46,23.39,-22.46,23.39,Southern Africa,27
B75,-22.88,24.41,-22.88,24.41,Southern Africa,27
B76,-23.86,22.2,-23.86,22.2,Southern Africa,27
B77,-27.37,19.82,-27.37,19.82,Southern Africa,27
B78,-26.28,30.23,-26.28,30.23,Southern Africa,27
B79,-31.47,19.77,-31.47,19.77,Southern Africa,27
B82,-10.77,142.12,-10.77,142.12,Australia,50
B83,-12.6,130.78,-12.6,130.78,Australia,50
B84,-12.43,134.12,-12.43,134.12,Australia,50
B85,-12.31,135.2,-12.31,135.2,Australia,50
B86,-12.2,134.73,-12.2,134.73,Australia,50
B87,-12.18,134.4,-12.18,134.4,Australia,50
B88,-12.93,135.84,-12.93,135.84,Australia,50
B89,-15.55,128.19,-15.55,128.19,Australia,50
B90,-13.47,142,-13.47,142,Australia,50
B91,-13.13,132.95,-13.13,132.95,Australia,50
B92,-13.76,135.98,-13.76,135.98,Australia,50
B93,-14,143.5,-14,143.5,Australia,50
B94,-15,142.17,-15,142.17,Australia,50
B95,-11.59,130.87,-11.59,130.87,Australia,50
B96,-15.92,145.32,-15.92,145.32,Australia,50
B97,-14,136.62,-14,136.62,Australia,50
B98,-14.34,144.22,-14.34,144.22,Australia,50
B99,-13.58,130.58,-13.58,130.58,Australia,50
B100,-15.32,124.72,-15.32,124.72,Australia,50
B101,-16.91,127.83,-16.91,127.83,Australia,50
B102,-16.3,139.3,-16.3,139.3,Australia,50
B103,-16.94,139.28,-16.94,139.28,Australia,50
B104,-19.17,121.46,-18.92,121.21,Australia,50
B105,-17.64,145.84,-17.64,145.84,Australia,50
B106,-20.88,118.27,-20.88,118.27,Australia,50
B107,-18.41,145.61,-18.41,145.61,Australia,50
B108,-19.16,130,-19.16,130,Australia,50
B109,-20,130.57,-20,130.57,Australia,50
B110,-17.36,145.56,-17.36,145.56,Australia,50
B111,-22.79,125.06,-22.79,125.06,Australia,50
B112,-22.93,127.18,-22.93,127.18,Australia,50
B113,-22.86,129.44,-22.86,129.44,Australia,50
B114,-27.28,153.24,-27.28,153.24,Australia,50
B115,-27.25,152.87,-27.25,152.87,Australia,50
B116,-24.41,141.64,-24.41,141.64,Australia,50
B117,-22.27,135.17,-22.27,135.17,Australia,50
B118,-25.32,127.27,-25.32,127.27,Australia,50
B119,-29.59,152.78,-29.59,152.78,Australia,50
B120,-26,130,-26,130,Australia,50
B121,-28.54,139.09,-28.54,139.09,Australia,50
B122,-26.09,135.52,-26.09,135.52,Australia,50
B123,-27,131.95,-27,131.95,Australia,50
B124,-23.7,133.76,-23.7,133.76,Australia,50
B125,-29.3,147.25,-29.3,147.25,Australia,50
B126,-27.31,128.19,-27.31,128.19,Australia,50
B127,-30.38,131.81,-30.38,131.81,Australia,50
B128,-32.4,142.25,-32.4,142.25,Australia,50
B129,-34.56,138.4,-34.56,138.4,Australia,50
B130,-32.14,146.09,-32.14,146.09,Australia,50
B131,-35.06,139.29,-35.06,139.29,Australia,50
B132,-34.95,117.81,-34.95,117.81,Australia,50
B133,-35.86,141.38,-35.86,141.38,Australia,50
B134,-38.33,144.97,-38.93,145.07,Australia,50
B135,-37.59,147.42,-37.59,147.42,Australia,50
B136,-42.62,147.49,-42.62,147.49,Australia,50
B137,-41.38,145.21,-41.38,145.21,Australia,50
B143,29.59,-112.18,29.59,-112.18,Mexico,79
B144,33.59,-116.24,33.59,-116.24,Southwestern U.S.A.,76
B145,33.26,-116.59,33.26,-116.59,Southwestern U.S.A.,76
B146,31.44,-115.25,31.44,-115.25,Mexico,79
B147,32.44,-116.49,32.44,-116.49,Mexico,79
B148,36,-119.83,36,-119.83,Southwestern U.S.A.,76
B149,34.52,-117,34.52,-117,Southwestern U.S.A.,76
B150,33.42,-117.3,33.42,-117.3,Southwestern U.S.A.,76
B151,36.45,-118.96,36.45,-118.96,Southwestern U.S.A.,76
B152,36,-118.32,36,-118.32,Southwestern U.S.A.,76
B153,40,-122.56,40,-122.56,Southwestern U.S.A.,76
B154,37.44,-120.44,37.44,-120.44,Southwestern U.S.A.,76
B155,39.08,-122.05,39.08,-122.05,Southwestern U.S.A.,76
B156,34,-118,34,-118,Southwestern U.S.A.,76
B157,36.6,-117.08,36.6,-117.08,Southwestern U.S.A.,76
B158,39.03,-122.94,39.03,-122.94,Southwestern U.S.A.,76
B159,39.12,-122.94,39.12,-122.94,Southwestern U.S.A.,76
B160,40.9,-122.35,40.9,-122.35,Southwestern U.S.A.,76
B161,34.63,-119.6,34.63,-119.6,Southwestern U.S.A.,76
B162,40.85,-123.3,40.85,-123.3,Southwestern U.S.A.,76
B163,39.03,-121.15,39.03,-121.15,Southwestern U.S.A.,76
B164,35.47,-120.84,35.47,-120.84,Southwestern U.S.A.,76
B165,38.54,-122.88,38.54,-122.88,Southwestern U.S.A.,76
B166,40.1,-123.96,40.1,-123.96,Southwestern U.S.A.,76
B167,40.18,-123.16,40.18,-123.16,Southwestern U.S.A.,76
B168,38.24,-122.88,38.24,-122.88,Southwestern U.S.A.,76
B169,40.17,-124.04,40.17,-124.04,Southwestern U.S.A.,76
B170,38.79,-122.48,38.79,-122.48,Southwestern U.S.A.,76
B171,39.7,-123.15,39.7,-123.15,Southwestern U.S.A.,76
B172,38.59,-122.54,38.59,-122.54,Southwestern U.S.A.,76
B173,39.34,-123.29,39.34,-123.29,Southwestern U.S.A.,76
B174,40.38,-122.89,40.38,-122.89,Southwestern U.S.A.,76
B175,38,-119.77,38,-119.77,Southwestern U.S.A.,76
B176,42.44,-123.48,42.44,-123.48,Northwestern U.S.A.,73
B177,39.64,-123.74,39.64,-123.74,Southwestern U.S.A.,76
B178,41.87,-123.92,41.87,-123.92,Southwestern U.S.A.,76
B179,41.62,-122.7,41.62,-122.7,Southwestern U.S.A.,76
B180,40.93,-123.61,40.93,-123.61,Southwestern U.S.A.,76
B181,42.61,-124.04,42.61,-124.04,Northwestern U.S.A.,73
B182,41.58,-123.47,41.58,-123.47,Southwestern U.S.A.,76
B183,40.75,-121.12,40.75,-121.12,Southwestern U.S.A.,76
B184,40.75,-124.14,40.75,-124.14,Southwestern U.S.A.,76
B185,40.28,-120.56,40.28,-120.56,Southwestern U.S.A.,76
B186,41.4,-123.89,41.4,-123.89,Southwestern U.S.A.,76
B187,41.32,-121.19,41.32,-121.19,Southwestern U.S.A.,76
B188,42,-121.31,42,-121.31,Northwestern U.S.A.,73
B189,42.62,-121.5,42.62,-121.5,Northwestern U.S.A.,73
B190,25,-111.54,25,-111.54,Mexico,79
B191,22,-100,22,-100,Mexico,79
B192,36.52,-116.81,36.52,-116.81,Southwestern U.S.A.,76
B193,28.44,-96.91,28.44,-96.91,South-Central U.S.A.,77
B194,26,-102.07,26,-102.07,Mexico,79
B195,36.37,-117.33,36.37,-117.33,Southwestern U.S.A.,76
B196,33.37,-110.5,33.37,-110.5,Southwestern U.S.A.,76
B197,36.12,-117.7,36.12,-117.7,Southwestern U.S.A.,76
B198,35.95,-114.5,35.95,-114.5,Southwestern U.S.A.,76
B199,35.37,-118,35.37,-118,Southwestern U.S.A.,76
B200,36.65,-117.79,36.65,-117.79,Southwestern U.S.A.,76
B201,37.86,-110.72,37.86,-110.72,Southwestern U.S.A.,76
B202,36.88,-118.18,36.88,-118.18,Southwestern U.S.A.,76
B203,37.92,-116.45,37.92,-116.45,Southwestern U.S.A.,76
B204,36.9,-112.55,36.9,-112.55,Southwestern U.S.A.,76
B205,38.11,-118.45,38.11,-118.45,Southwestern U.S.A.,76
B206,37.28,-118,37.28,-118,Southwestern U.S.A.,76
B207,42.94,-115.3,42.94,-115.3,Northwestern U.S.A.,73
B208,40,-119.6,40,-119.6,Southwestern U.S.A.,76
B209,40.22,-111.81,40.22,-111.81,Southwestern U.S.A.,76
B210,40.12,-118.37,40.12,-118.37,Southwestern U.S.A.,76
B211,37.69,-118.14,37.69,-118.14,Southwestern U.S.A.,76
B212,40.27,-120.44,40.27,-120.44,Southwestern U.S.A.,76
B213,41.55,-112.22,41.55,-112.22,Southwestern U.S.A.,76
B214,39.88,-114,39.88,-114,Southwestern U.S.A.,76
B215,39.19,-114.48,39.19,-114.48,Southwestern U.S.A.,76
B216,41,-117.31,41,-117.31,Southwestern U.S.A.,76
B217,38.33,-115.78,38.33,-115.78,Southwestern U.S.A.,76
B218,39.25,-117.32,39.25,-117.32,Southwestern U.S.A.,76
B219,37,-119.07,37,-119.07,Southwestern U.S.A.,76
B221,41.59,-113.94,41.59,-113.94,Southwestern U.S.A.,76
B222,37.67,-109,37.67,-109,Northwestern U.S.A.,73
B223,43.94,-120.49,43.94,-120.49,Northwestern U.S.A.,73
B224,40.19,-114.24,40.19,-114.24,Southwestern U.S.A.,76
B225,39.08,-119.82,39.08,-119.82,Southwestern U.S.A.,76
B226,41.5,-120.06,41.5,-120.06,Southwestern U.S.A.,76
B227,43.19,-108.86,43.19,-108.86,Northwestern U.S.A.,73
B228,40.36,-115.39,40.36,-115.39,Southwestern U.S.A.,76
B229,43,-112,43,-112,Northwestern U.S.A.,73
B230,40.47,-110.22,40.47,-110.22,Southwestern U.S.A.,76
B231,43.25,-119.14,43.25,-119.14,Northwestern U.S.A.,73
B232,45.17,-113.84,45.17,-113.84,Northwestern U.S.A.,73
B233,39.33,-115.84,39.33,-115.84,Southwestern U.S.A.,76
B234,38.14,-107.8,38.14,-107.8,Northwestern U.S.A.,73
B240,28.96,-98.48,28.96,-98.48,South-Central U.S.A.,77
B241,36.83,-100.5,36.83,-100.5,North-Central U.S.A.,74
B242,32.52,-101.76,32.52,-101.76,South-Central U.S.A.,77
B243,36.9,-99.1,36.9,-99.1,North-Central U.S.A.,74
B244,35.83,-98.9,35.83,-98.9,North-Central U.S.A.,74
B245,38.83,-102.35,38.83,-102.35,Northwestern U.S.A.,73
B246,40.13,-102.72,40.13,-102.72,Northwestern U.S.A.,73
B248,45.83,-108.48,45.83,-108.48,Northwestern U.S.A.,73
B249,44.5,-102.27,44.5,-102.27,North-Central U.S.A.,74
B250,47.48,-114.08,47.48,-114.08,Northwestern U.S.A.,73
B252,43.66,-112.32,43.66,-112.32,Northwestern U.S.A.,73
B253,48.12,-105.6,48.12,-105.6,Northwestern U.S.A.,73
B254,47.6,-97.25,47.6,-97.25,North-Central U.S.A.,74
B255,49.34,-111.21,49.34,-111.21,Western Canada,71
B256,51.01,-110.76,51.01,-110.76,Western Canada,71
B257,49.49,-102.43,49.49,-102.43,Western Canada,71
B258,51.86,-102.67,51.86,-102.67,Western Canada,71
B259,52.79,-113.86,52.79,-113.86,Western Canada,71
B260,53.15,-111.04,53.15,-111.04,Western Canada,71
B268,49.77,-123.19,49.77,-123.19,Western Canada,71
B269,44.42,-123.84,44.42,-123.84,Northwestern U.S.A.,73
B270,47.11,-122.04,47.11,-122.04,Northwestern U.S.A.,73
B271,47.55,-123.16,47.55,-123.16,Northwestern U.S.A.,73
B272,46.87,-123.67,46.87,-123.67,Northwestern U.S.A.,73
B273,49.34,-125.74,49.34,-125.74,Western Canada,71
B274,46.06,-123.75,46.06,-123.75,Northwestern U.S.A.,73
B275,43.43,-124.11,43.43,-124.11,Northwestern U.S.A.,73
B276,50.46,-123,50.46,-123,Western Canada,71
B277,48.84,-122.34,48.84,-122.34,Northwestern U.S.A.,73
B278,47.38,-123.82,47.38,-123.82,Northwestern U.S.A.,73
B279,49.23,-122.7,49.23,-122.7,Western Canada,71
B280,48.41,-123.64,48.41,-123.64,Western Canada,71
B281,45.4,-123.82,45.4,-123.82,Northwestern U.S.A.,73
B282,50,-125.5,50,-125.5,Western Canada,71
B283,52.87,-127.87,52.87,-127.87,Western Canada,71
B284,47.77,-124.14,47.77,-124.14,Northwestern U.S.A.,73
B285,47.95,-123.55,47.95,-123.55,Northwestern U.S.A.,73
B286,48.22,-124.58,48.22,-124.58,Northwestern U.S.A.,73
B287,53.5,-128.42,53.5,-128.42,Western Canada,71
B288,50.42,-126.67,50.42,-126.67,Western Canada,71
B289,54,-129.58,54,-129.58,Western Canada,71
B290,53.54,-132.29,53.54,-132.29,Western Canada,71
B291,52.32,-126.58,52.32,-126.58,Western Canada,71
B292,57,-133.59,57,-133.59,Subarctic America,70
B293,55.65,-128.06,55.65,-128.06,Western Canada,71
B294,57.93,-153.16,57.93,-153.16,Subarctic America,70
B295,60.48,-144,60.48,-144,Subarctic America,70
B296,61.01,-161.55,61.01,-161.55,Subarctic America,70
B297,61.21,-147.61,61.21,-147.61,Subarctic America,70
B298,55,-162.85,55,-162.85,Subarctic America,70
B299,60.03,-166.3,60.03,-166.3,Subarctic America,70
B315,45.59,-120.45,45.59,-120.45,Northwestern U.S.A.,73
B316,45.49,-119.94,45.49,-119.94,Northwestern U.S.A.,73
B317,47.41,-120.31,47.41,-120.31,Northwestern U.S.A.,73
B318,46.33,-120.27,46.33,-120.27,Northwestern U.S.A.,73
B319,45.72,-121.13,45.72,-121.13,Northwestern U.S.A.,73
B320,47.42,-116.34,47.42,-116.34,Northwestern U.S.A.,73
B321,48.78,-119.56,48.78,-119.56,Northwestern U.S.A.,73
B322,49.46,-119.63,49.46,-119.63,Western Canada,71
B323,47.94,-118.44,47.94,-118.44,Northwestern U.S.A.,73
B324,46.25,-116.46,46.25,-116.46,Northwestern U.S.A.,73
B325,51.26,-121.75,51.26,-121.75,Western Canada,71
B326,47.94,-115.67,47.94,-115.67,Northwestern U.S.A.,73
B327,45.21,-85.1,45.21,-85.1,Northeastern U.S.A.,75
B328,45,-91,45,-91,North-Central U.S.A.,74
B329,46.99,-65,46.99,-65,Eastern Canada,72
B330,46.28,-113.26,46.28,-113.26,Northwestern U.S.A.,73
B331,45.21,-85.1,45.21,-85.1,Northeastern U.S.A.,75
B332,52.28,-96.78,52.28,-96.78,Western Canada,71
B333,53.41,-119.53,53.41,-119.53,Western Canada,71
B334,51.84,-93.85,51.84,-93.85,Eastern Canada,72
B335,52.71,-90.62,52.71,-90.62,Eastern Canada,72
B336,51.32,-124.02,51.32,-124.02,Western Canada,71
B337,49.34,-88.31,49.34,-88.31,Eastern Canada,72
B338,51.75,-72.66,51.75,-72.66,Eastern Canada,72
B339,51.22,-83.1,51.22,-83.1,Eastern Canada,72
B340,49.78,-76.64,49.78,-76.64,Eastern Canada,72
B341,52.79,-90.64,52.79,-90.64,Eastern Canada,72
B342,52.42,-63.33,52.42,-63.33,Eastern Canada,72
B343,56.14,-120,56.14,-120,Western Canada,71
B344,58.51,-115.76,58.51,-115.76,Western Canada,71
B345,61.15,-119.5,61.15,-119.5,Subarctic America,70
B346,59.73,-125,59.73,-125,Western Canada,71
B347,57.66,-127.85,57.66,-127.85,Western Canada,71
B348,51.68,-124,51.68,-124,Western Canada,71
B349,53.33,-123.15,53.33,-123.15,Western Canada,71
B350,63.68,-125.37,63.68,-125.37,Subarctic America,70
B351,64.79,-141.2,64.79,-141.2,Subarctic America,70
B352,67.47,-125,67.47,-125,Subarctic America,70
B353,53.62,-83.88,53.62,-83.88,Eastern Canada,72
B354,66.52,-153.78,66.52,-153.78,Subarctic America,70
B355,59.47,-106.19,59.47,-106.19,Western Canada,71
